GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS258816574	2021-03-19 03:45:00.41657	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - stops 21 - 28	L922889	P	32.3810068	-84.4372581	2014-06-07	07:50:00	obsr159894	S18725412	Traveling	P22	EBIRD	45	6.437		1	1		0	1	0		While conducting Tazewell BBS route		
URN:CornellLabOfOrnithology:EBIRD:OBS258815373	2018-08-06 17:38:40	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				5					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - stops 11 - 20	L922756	P	32.3382796	-84.4968662	2014-06-07	06:55:00	obsr159894	S18725335	Traveling	P22	EBIRD	53	8.047		1	1		0	1	0		While conducting Tazewell BBS route		
URN:CornellLabOfOrnithology:EBIRD:OBS258741647	2021-03-25 20:04:32.621531	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				6					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - first 10 stops	L922739	P	32.3152724	-84.5635593	2014-06-07	06:00:00	obsr159894	S18720324	Traveling	P22	EBIRD	54	8.047		1	1		0	1	0		while conducting the Tazewell BBS route		
URN:CornellLabOfOrnithology:EBIRD:OBS421474113	2021-03-18 06:06:28.5584	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				6					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - stops 11 - 20	L922756	P	32.3382796	-84.4968662	2016-06-12	06:53:00	obsr159894	S30954074	Traveling	P22	EBIRD	55	8.047		1	1		0	1	0		stops 11-20 of Tazewell BBS route		
URN:CornellLabOfOrnithology:EBIRD:OBS421473824	2021-03-25 20:04:32.621531	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - first 10 stops	L922739	P	32.3152724	-84.5635593	2016-06-12	06:00:00	obsr159894	S30954050	Traveling	P22	EBIRD	50	8.047		1	1		0	1	0		First 10 stops of the Tazewell BBS route		
URN:CornellLabOfOrnithology:EBIRD:OBS633615144	2021-03-25 20:04:32.621531	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - stops 11 - 20	L922756	P	32.3382796	-84.4968662	2018-06-16	06:51:00	obsr208350	S46735029	Traveling	P22	EBIRD	49	7.242		2	1	G3300019	0	1	0		Tazewell BBS route stops 11-20 (this includes birds not officially counted)		
URN:CornellLabOfOrnithology:EBIRD:OBS632961249	2021-03-25 20:04:32.621531	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - stops 11 - 20	L922756	P	32.3382796	-84.4968662	2018-06-16	06:51:00	obsr159894	S46685514	Traveling	P22	EBIRD	49	7.242		2	1	G3300019	0	1	0		Tazewell BBS route stops 11-20 (this includes birds not officially counted)		
URN:CornellLabOfOrnithology:EBIRD:OBS632950600	2021-03-24 10:08:41.583879	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - first 10 stops	L922739	P	32.3152724	-84.5635593	2018-06-16	06:00:00	obsr159894	S46684676	Traveling	P22	EBIRD	50	7.242		2	1	G3300020	0	1	0		Tazewell BBS route stops 1-10 (this includes birds not officially counted)		
URN:CornellLabOfOrnithology:EBIRD:OBS943689223	2021-03-25 20:04:32.621531	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				5					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - first 10 stops	L922739	P	32.3152724	-84.5635593	2020-06-14	06:00:00	obsr189437	S70498335	Traveling	P22	EBIRD	51	8.047		2	1	G5459779	0	1	0		While conducting the Tazewell BBS route		
URN:CornellLabOfOrnithology:EBIRD:OBS943689010	2021-03-25 20:04:32.621531	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				5					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - first 10 stops	L922739	P	32.3152724	-84.5635593	2020-06-14	06:00:00	obsr159894	S70498323	Traveling	P22	EBIRD	51	8.047		2	1	G5459779	0	1	0		While conducting the Tazewell BBS route		
URN:CornellLabOfOrnithology:EBIRD:OBS1183675252	2021-06-17 09:15:30.483854	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Hwy 41 Bridge	L15409908	P	32.5278361	-84.5702984	2021-06-15	11:55:00	obsr345677	S90277972	Stationary	P21	EBIRD	15			1	1		0	1	0			Singing	
URN:CornellLabOfOrnithology:EBIRD:OBS1186837615	2021-12-24 15:05:14.966794	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Chattahoochee Fall Line WMA--Fort Perry Tract	L13219622	H	32.4792369	-84.5269326	2021-06-15	10:35:00	obsr345677	S90228172	Traveling	P22	EBIRD	65	2.853		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1186806967	2021-12-24 15:05:14.966794	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				6					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Chattahoochee Fall Line WMA--Fort Perry Tract	L13219622	H	32.4792369	-84.5269326	2021-06-21	05:51:00	obsr159894	S90536647	Traveling	P22	EBIRD	98	6.212		1	1		0	1	0		Conducting point counts		
URN:CornellLabOfOrnithology:EBIRD:OBS1178873549	2021-12-24 15:05:14.966794	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Chattahoochee Fall Line WMA--Fort Perry Tract	L13219622	H	32.4792369	-84.5269326	2021-06-09	05:45:00	obsr159894	S89882840	Traveling	P22	EBIRD	121	9.720		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1467497040	2022-06-26 10:58:21.738481	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - stops 11 - 20	L922756	P	32.3382796	-84.4968662	2022-06-25	06:47:00	obsr189437	S113817633	Traveling	P22	EBIRD	25	4.023		2	1	G8602986	0	1	0		While conducting the Tazewell BBS Route.  Includes observations not on official list, e.g. between stops.		
URN:CornellLabOfOrnithology:EBIRD:OBS1467485880	2022-06-26 10:49:40.389449	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - first 10 stops	L922739	P	32.3152724	-84.5635593	2022-06-25	06:00:00	obsr159894	S113816650	Traveling	P22	EBIRD	24	4.023		2	1	G8602914	0	1	0		While conducting the Tazewell BBS Route.  Includes observations not on official list, e.g. between stops.		
URN:CornellLabOfOrnithology:EBIRD:OBS1467485870	2022-06-26 10:54:33.857346	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS Route stops 6-10	L19840071	P	32.3178492	-84.5198015	2022-06-25	06:24:00	obsr189437	S113817206	Traveling	P22	EBIRD	23	4.023		2	1	G8602931	0	1	0		While conducting the Tazewell BBS Route.  Includes observations not on official list, e.g. between stops.		
URN:CornellLabOfOrnithology:EBIRD:OBS1467493537	2022-06-26 10:54:33.857346	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS Route stops 6-10	L19840071	P	32.3178492	-84.5198015	2022-06-25	06:24:00	obsr159894	S113817174	Traveling	P22	EBIRD	23	4.023		2	1	G8602931	0	1	0		While conducting the Tazewell BBS Route.  Includes observations not on official list, e.g. between stops.		
URN:CornellLabOfOrnithology:EBIRD:OBS1467493576	2022-06-26 10:58:21.738481	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - stops 11 - 20	L922756	P	32.3382796	-84.4968662	2022-06-25	06:47:00	obsr159894	S113817620	Traveling	P22	EBIRD	25	4.023		2	1	G8602986	0	1	0		While conducting the Tazewell BBS Route.  Includes observations not on official list, e.g. between stops.		
URN:CornellLabOfOrnithology:EBIRD:OBS1467488546	2022-06-26 10:49:40.389449	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Tazewell BBS route - first 10 stops	L922739	P	32.3152724	-84.5635593	2022-06-25	06:00:00	obsr189437	S113816708	Traveling	P22	EBIRD	24	4.023		2	1	G8602914	0	1	0		While conducting the Tazewell BBS Route.  Includes observations not on official list, e.g. between stops.		
URN:CornellLabOfOrnithology:EBIRD:OBS1468758554	2022-06-30 12:30:20.958794	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				5					United States	US	Georgia	US-GA	Marion	US-GA-197		27			Chattahoochee Fall Line WMA--Fort Perry Tract	L13219622	H	32.4792369	-84.5269326	2022-06-28	05:46:00	obsr159894	S113952079	Traveling	P22	EBIRD	114	7.435		1	1		0	1	0		While conducting quail survey.		
URN:CornellLabOfOrnithology:EBIRD:OBS257850246	2018-08-06 17:38:38	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			SB18_GADNR	L2894818	P	32.8910170	-84.5100500	2014-06-01	13:08:00	obsr178860	S18656410	Stationary	P21	EBIRD	45			2	1	G924683	0	1	0		SB18_GADNR_Habitat Management--This would probably be considered more of a "control" type of a point, just to continue spreading out the data collection. This is a true bottomland habitat specialist's dream. No burning here. Deep, wet, leaf litter covers the forest floor. Birches, sweet gums, and dense tangles of vines and thickets along the confluence of Pigeon Creek and the Flint River. There is even a healthy amount of native river cane in the area, and no sign of Chinese privet to speak of... how awesomely weird.		
URN:CornellLabOfOrnithology:EBIRD:OBS257862717	2018-08-06 17:38:38	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			SB14_GADNR	L2895011	P	32.8999860	-84.5109410	2014-06-01	11:05:00	obsr178860	S18657264	Stationary	P21	EBIRD	15			2	1	G921946	0	1	0		SB14_GADNR_Habitat Management--The habitat here is very different from the southern half of this tract. Steep Fullers Gulch is a shady, deep-leaf clutter floor, deciduous-dominated forest. Many hickories and oaks, sourwood, few pines. There was SOME burning done here, but it appears patchy; areas with deep detritus and larger blueberries reveal where fire was stopped, while some areas have burned off much leaf litter and have stunted ground cover. Low-bush blueberry in full fruit, ferns, etc.<br />Submitted from BirdLog NA for iOS, version 1.7.1		
URN:CornellLabOfOrnithology:EBIRD:OBS258338040	2018-08-06 17:38:38	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			SB18_GADNR	L2894818	P	32.8910170	-84.5100500	2014-06-01	13:08:00	obsr239634	S18691224	Stationary	P21	EBIRD	45			2	1	G924683	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS258338613	2018-08-06 17:38:38	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			SB14_GADNR	L2895011	P	32.8999860	-84.5109410	2014-06-01	11:05:00	obsr239634	S18691260	Stationary	P21	EBIRD	15			2	1	G921946	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS354256155	2019-02-27 21:55:27	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			F.D. Roosevelt SP--Pine Mountain Trail, East End	L2365567	H	32.8526470	-84.7017708	2014-06-09	08:05:00	obsr645554	S25910162	Traveling	P22	EBIRD	95	2.253		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS417362711	2018-08-06 17:44:02	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			JK14_GADNR	L4778347	P	33.1217810	-84.5584530	2016-06-14	11:14:00	obsr178860	S30642914	Stationary	P21	EBIRD	10			1	1		0	1	0		Wind 1; Sky 1		
URN:CornellLabOfOrnithology:EBIRD:OBS411411569	2016-06-12 11:48:10	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			JK05_GADNR	L4693821	P	33.0985150	-84.5478780	2016-06-12	08:01:00	obsr178860	S30188789	Stationary	P21	EBIRD	10			1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.0 Build 62	1/4	
URN:CornellLabOfOrnithology:EBIRD:OBS412911576	2021-03-24 10:08:43.736751	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			Joe Kurz WMA	L586167	H	33.0991667	-84.5351667	2016-06-19	06:33:00	obsr241728	S30298405	Traveling	P22	EBIRD	80	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS411416161	2016-06-12 11:45:24	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			JK03_GADNR	L4693922	P	33.0967210	-84.5488180	2016-06-12	08:35:00	obsr178860	S30189125	Stationary	P21	EBIRD	10			1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.0 Build 62	1/3	
URN:CornellLabOfOrnithology:EBIRD:OBS411406869	2018-08-06 17:44:01	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			JK02_GADNR	L4693740	P	33.0981540	-84.5511820	2016-06-12	07:25:00	obsr178860	S30188480	Stationary	P21	EBIRD	10			1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.0 Build 62	1/4	
URN:CornellLabOfOrnithology:EBIRD:OBS417361479	2016-07-11 11:21:54	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			JK17_GADNR	L4778316	P	33.1217810	-84.5509980	2016-06-14	12:08:00	obsr178860	S30642822	Stationary	P21	EBIRD	10			1	1		0	1	0		Wind 1; Sky 1		
URN:CornellLabOfOrnithology:EBIRD:OBS629269739	2018-06-09 10:53:29	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			175–935 Bethel Church Rd, Luthersville US-GA (33.1831,-84.6834)	L6953143	P	33.1830520	-84.6834040	2018-06-09	10:52:00	obsr233939	S46416037	Stationary	P21	EBIRD	1			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS770955526	2019-06-27 13:10:46	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			SB46_GADNR	L9405492	P	32.8717840	-84.5398720	2019-06-04	07:54:00	obsr178860	S57073360	Stationary	P21	EBIRD	10			1	1		0	1	0		Sky 2; Wind 0; Temp 68 F; 8-12” dbh; intact board timber forest, but not far from edge of very large freshly clearcut area	2/4	
URN:CornellLabOfOrnithology:EBIRD:OBS772149991	2019-06-12 11:59:09	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			Joe Kurz WMA	L586167	H	33.0991667	-84.5351667	2019-06-07	07:44:00	obsr603444	S57161411	Traveling	P22	EBIRD	154	2.511		4	1	G4260306	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS777309847	2019-06-21 09:43:46	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1	S 	C2	S 		United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			Joe Kurz WMA	L586167	H	33.0991667	-84.5351667	2019-06-21	09:31:00	obsr202592	S57556477	Traveling	P22	EBIRD	10	0.769		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS779787642	2019-06-28 10:13:54	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			1457–1949 Germany Rd, Gay US-GA (33.0989,-84.5346)	L9548084	P	33.0989350	-84.5345700	2019-06-28	09:34:00	obsr362931	S57755245	Traveling	P22	EBIRD	38	0.498		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS777305649	2021-03-18 06:06:30.17906	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1	S 	C2	S 		United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			Joe Kurz WMA	L586167	H	33.0991667	-84.5351667	2019-06-21	08:50:00	obsr202592	S57556146	Traveling	P22	EBIRD	37	1.576		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS772150045	2019-06-12 11:59:09	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			Joe Kurz WMA	L586167	H	33.0991667	-84.5351667	2019-06-07	07:44:00	obsr291534	S57161462	Traveling	P22	EBIRD	154	2.511		4	1	G4260306	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS774814345	2019-06-27 12:49:09	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			Catchmark15_GADNR (no access)	L9465519	P	32.8938880	-84.5534120	2019-06-14	08:14:00	obsr178860	S57361845	Stationary	P21	EBIRD	10			1	1		0	1	0		Sky 0; Wind 1; Temp 62; fresh clearcut with all timber on ground	3/3	
URN:CornellLabOfOrnithology:EBIRD:OBS1185125444	2021-06-27 18:02:30.713078	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			Joe Kurz WMA	L586167	H	33.0991667	-84.5351667	2021-06-18	19:07:00	obsr997923	S90399495	Traveling	P22	EBIRD	39	1.960		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1468208508	2022-06-27 10:13:52.110998	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			Warm Springs, Georgia, US (32.86, -84.727)	L19851442	P	32.8599808	-84.7271095	2022-06-27	08:28:00	obsr1545018	S113894641	Traveling	P22	EBIRD	105	1.996		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1467881161	2022-06-26 19:29:21.182445	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			Warm Springs, Georgia, US (32.86, -84.727)	L19851442	P	32.8599808	-84.7271095	2022-06-26	17:37:00	obsr1545018	S113861009	Traveling	P22	EBIRD	110	2.028		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1470216834	2022-06-30 13:30:53.96806	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			F.D. Roosevelt SP--Pine Mountain Trail, East End	L2365567	H	32.8526470	-84.7017708	2022-06-30	10:38:00	obsr2595294	S114101844	Traveling	P22	EBIRD	170	7.103		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1470210675	2022-06-30 13:31:02.905639	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			F.D. Roosevelt SP--Pine Mountain Trail, East End	L2365567	H	32.8526470	-84.7017708	2022-06-30	10:39:00	obsr3276083	S114100967	Traveling	P22	EBIRD	155	7.137		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1451775322	2022-06-06 06:40:40.918769	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Meriwether	US-GA-199		29			1936 Bishop Road, Luthersville, Georgia, US (33.22, -84.69)	L19470128	P	33.2203192	-84.6895073	2022-06-04	08:10:00	obsr279697	S112180576	Traveling	P22	EBIRD	32	1.593		1	1		1	1	0		Along the road and at Nancy's		
URN:CornellLabOfOrnithology:EBIRD:OBS33338156	2021-04-01 04:54:59.98672	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				8					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			BBS Forsyth GA 27015	L301172	P	32.9829397	-83.9816565	1979-06-02	05:55:00	obsr56053	S2434242	Traveling	P22	EBIRD	260	39.428		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS33338258	2021-08-17 16:47:16.357476	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				25					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			BBS Forsyth GA 27015	L301172	P	32.9829397	-83.9816565	1980-06-15	05:55:00	obsr56053	S2434245	Traveling	P22	EBIRD	260	39.427		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS31500312	2021-08-17 16:47:00.229974	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				13					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			BBS Forsyth GA 27015	L301172	P	32.9829397	-83.9816565	1981-06-14	06:00:00	obsr56053	S2300044	Traveling	P22	EBIRD	275	39.428		1	1		0	1	0		clear, wind VL, 70-84F		
URN:CornellLabOfOrnithology:EBIRD:OBS93499975	2010-06-06 16:09:43	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			Rum Creek WMA	L739032	H	33.0525583	-83.7989044	2010-06-06	11:45:00	obsr132897	S6505535	Traveling	P22	EBIRD	30	0.805		1	1		0	1	0		mid 80s, mostly cloudy, breezy.		
URN:CornellLabOfOrnithology:EBIRD:OBS156464200	2018-08-06 17:34:34	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			Riverside Park, Juliette	L1478952	H	33.1070958	-83.7967563	2012-06-16	07:27:00	obsr131528	S10986639	Stationary	P21	EBIRD	21			12	1	G430204	0	1	0		OAS fieldtrip		
URN:CornellLabOfOrnithology:EBIRD:OBS454153393	2018-08-06 17:34:34	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			Riverside Park, Juliette	L1478952	H	33.1070958	-83.7967563	2012-06-16	07:27:00	obsr405629	S33420371	Stationary	P21	EBIRD	21			12	1	G430204	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS156695803	2018-08-06 17:34:34	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			Riverside Park, Juliette	L1478952	H	33.1070958	-83.7967563	2012-06-16	07:27:00	obsr267268	S11002633	Stationary	P21	EBIRD	21			12	1	G430204	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS200217977	2018-08-06 17:36:13	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			Riverside Park, Juliette	L1478952	H	33.1070958	-83.7967563	2013-06-01	08:00:00	obsr186001	S14341257	Stationary	P21	EBIRD	30			1	1	G637836	0	1	0		<br />Submitted from BirdLog World for iOS, version 1.5.3		
URN:CornellLabOfOrnithology:EBIRD:OBS199664300	2018-08-06 17:36:13	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			Riverside Park, Juliette	L1478952	H	33.1070958	-83.7967563	2013-06-01	08:00:00	obsr323265	S14303453	Stationary	P21	EBIRD	30			1	1	G637836	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS328925718	2015-06-26 11:07:29	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			Parks Rd	L2928906	P	32.9897400	-84.0209200	2015-06-26	10:32:00	obsr345677	S24058053	Traveling	P22	EBIRD	34	2.092		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.0.0 Build 2		
URN:CornellLabOfOrnithology:EBIRD:OBS411475719	2016-06-12 12:59:19	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			Riverside Park, Juliette	L1478952	H	33.1070958	-83.7967563	2016-06-12	08:59:00	obsr230064	S30193176	Traveling	P22	EBIRD	15	0.161		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.1 Build 65		
URN:CornellLabOfOrnithology:EBIRD:OBS412085234	2018-08-06 17:44:02	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			Potts Cemetery Rd	L3771357	P	33.0316780	-84.0252600	2016-06-15	09:41:00	obsr345677	S30238791	Stationary	P21	EBIRD	25			1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.1.3 Build 30		
URN:CornellLabOfOrnithology:EBIRD:OBS414190746	2021-03-24 10:08:52.541249	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			Rum Creek WMA	L739032	H	33.0525583	-83.7989044	2016-06-24	09:15:00	obsr198993	S30396659	Traveling	P22	EBIRD	420	32.187		1	1		0	1	0		Was doing a butterfly count with three people who weren't birding.		
URN:CornellLabOfOrnithology:EBIRD:OBS412997073	2016-06-19 15:41:54	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Monroe	US-GA-207		29			Rum Creek M.A.R.S.H. Project	L876993	H	33.0611908	-83.8700044	2016-06-19	14:09:00	obsr230064	S30304443	Traveling	P22	EBIRD	15	0.805		1	1		0	1	0		<br />Submitted from eBird for iOS, version 1.2.1 Build 65		
